CODE_GAME;CODE_EVENT;CODE_PLAYER;VALUE
173;6;409;2;
173;7;409;9;
173;8;409;9;
173;9;409;9;
173;10;409;9;
173;11;409;9;
173;1;410;3;
173;2;410;1;
173;3;410;6;
173;4;410;7;
173;5;410;2;
173;6;410;2;
173;7;410;7;
173;8;410;6;
173;9;410;4;
173;10;410;7;
173;11;410;2;
173;1;452;3;
173;2;452;2;
173;3;452;8;
173;4;452;7;
173;5;452;8;
173;6;452;7;
173;7;452;7;
173;8;452;9;
173;9;452;8;
173;10;452;3;
173;11;452;3;
173;1;469;1;
173;2;469;8;
173;3;469;6;
173;4;469;9;
173;5;469;4;
173;6;469;8;
173;7;469;4;
173;8;469;3;
173;9;469;9;
173;10;469;8;
173;11;469;4;
173;1;471;6;
173;2;471;6;
173;3;471;3;
173;4;471;6;
173;5;471;8;
173;6;471;4;
173;7;471;6;
173;8;471;3;
173;9;471;2;
173;10;471;1;
173;11;471;1;
173;1;473;4;
173;2;473;7;
173;3;473;2;
173;4;473;8;
173;5;473;4;
173;6;473;6;
173;7;473;6;
173;8;473;8;
173;9;473;9;
173;10;473;9;
173;11;473;3;
173;1;476;5;
173;2;476;1;
173;3;476;6;
173;4;476;7;
173;5;476;1;
173;6;476;3;
173;7;476;2;
173;8;476;4;
173;9;476;2;
173;10;476;9;
173;11;476;9;
173;1;478;4;
173;2;478;2;
173;3;478;1;
173;4;478;5;
173;5;478;6;
173;6;478;6;
173;7;478;3;
173;8;478;8;
173;9;478;9;
173;10;478;2;
173;11;478;7;
173;1;479;6;
173;2;479;5;
173;3;479;8;
173;4;479;1;
173;5;479;1;
173;6;479;2;
173;7;479;2;
173;8;479;4;
173;9;479;1;
173;10;479;7;
173;11;479;6;
173;1;484;6;
173;2;484;2;
173;3;484;5;
173;4;484;9;
173;5;484;4;
173;6;484;8;
173;7;484;8;
173;8;484;2;
173;9;484;5;
173;10;484;4;
173;11;484;4;
173;1;486;2;
173;2;486;5;
173;3;486;7;
173;4;486;3;
173;5;486;4;
173;6;486;2;
173;7;486;2;
173;8;486;8;
173;9;486;2;
173;10;486;2;
173;11;486;6;
173;1;490;2;
173;2;490;7;
173;3;490;5;
173;4;490;6;
173;5;490;2;
173;6;490;7;
173;7;490;7;
173;8;490;6;
173;9;490;2;
173;10;490;7;
173;11;490;6;
173;1;492;8;
173;2;492;7;
173;3;492;4;
173;4;492;4;
173;5;492;2;
173;6;492;9;
173;7;492;9;
173;8;492;3;
173;9;492;3;
173;10;492;8;
173;11;492;1;
173;1;493;2;
173;2;493;2;
173;3;493;5;
173;4;493;4;
173;5;493;5;
173;6;493;6;
173;7;493;4;
173;8;493;1;
173;9;493;7;
173;10;493;5;
173;11;493;5;
173;1;495;2;
173;2;495;3;
173;3;495;9;
173;4;495;9;
173;5;495;9;
173;6;495;8;
173;7;495;5;
173;8;495;4;
173;9;495;5;
173;10;495;4;
173;11;495;9;
173;1;496;6;
173;2;496;5;
173;3;496;7;
173;4;496;7;
173;5;496;2;
173;6;496;5;
173;7;496;5;
173;8;496;4;
173;9;496;4;
173;10;496;2;
173;11;496;8;
173;1;499;7;
173;2;499;6;
173;3;499;4;
173;4;499;7;
173;5;499;4;
173;6;499;9;
173;7;499;3;
173;8;499;1;
173;9;499;2;
173;10;499;2;
173;11;499;8;
174;1;401;1;
174;2;401;8;
174;3;401;9;
174;4;401;7;
174;5;401;9;
174;6;401;6;
174;7;401;4;
174;8;401;8;
174;9;401;5;
174;10;401;3;
174;11;401;2;
174;1;402;7;
174;2;402;2;
174;3;402;9;
174;4;402;8;
174;5;402;8;
174;6;402;1;
174;7;402;3;
174;8;402;9;
174;9;402;5;
174;10;402;8;
174;11;402;1;
174;1;404;4;
174;2;404;7;
174;3;404;5;
174;4;404;7;
174;5;404;3;
174;6;404;9;
174;7;404;1;
174;8;404;9;
174;9;404;5;
174;10;404;7;
174;11;404;6;
174;1;405;3;
174;2;405;3;
174;3;405;7;
174;4;405;4;
174;5;405;5;
174;6;405;4;
174;7;405;8;
174;8;405;1;
174;9;405;6;
174;10;405;6;
174;11;405;6;
174;1;407;9;
174;2;407;5;
174;3;407;3;
174;4;407;2;
174;5;407;5;
174;6;407;7;
174;7;407;6;
174;8;407;9;
174;9;407;9;
174;10;407;6;
174;11;407;7;
174;1;412;9;
174;2;412;7;
174;3;412;1;
174;4;412;1;
174;5;412;6;
174;6;412;5;
174;7;412;7;
174;8;412;8;
174;9;412;3;
174;10;412;2;
174;11;412;8;
174;1;413;9;
174;2;413;9;
174;3;413;9;
174;4;413;7;
174;5;413;7;
174;6;413;4;
174;7;413;4;
174;8;413;7;
174;9;413;9;
174;10;413;8;
174;11;413;7;
174;1;414;4;
174;2;414;5;
174;3;414;4;
174;4;414;3;
174;5;414;7;
174;6;414;6;
174;7;414;8;
174;8;414;2;
174;9;414;2;
174;10;414;3;
174;11;414;4;
174;1;416;4;
174;2;416;9;
174;3;416;7;
174;4;416;1;
174;5;416;8;
174;6;416;5;
174;7;416;6;
174;8;416;3;
174;9;416;2;
174;10;416;5;
174;11;416;8;
174;1;420;3;
174;2;420;8;
174;3;420;5;
174;4;420;1;
174;5;420;1;
174;6;420;9;
174;7;420;4;
174;8;420;4;
174;9;420;3;
174;10;420;3;
174;11;420;8;
174;1;422;2;
174;2;422;1;
174;3;422;2;
174;4;422;3;
174;5;422;5;
174;6;422;6;
174;7;422;6;
174;8;422;8;
174;9;422;8;
174;10;422;3;
174;11;422;9;
174;1;424;8;
174;2;424;3;
174;3;424;9;
174;4;424;3;
174;5;424;1;
174;6;424;7;
174;7;424;2;
174;8;424;9;
174;9;424;5;
174;10;424;1;
174;11;424;6;
174;1;472;5;
174;2;472;9;
174;3;472;7;
174;4;472;2;
174;5;472;4;
174;6;472;9;
174;7;472;5;
174;8;472;7;
174;9;472;2;
174;10;472;8;
174;11;472;7;
174;1;481;3;
174;2;481;9;
174;3;481;2;
174;4;481;3;
174;5;481;2;
174;6;481;2;
174;7;481;9;
174;8;481;7;
174;9;481;1;
174;10;481;9;
174;11;481;5;
174;1;485;1;
174;2;485;4;
174;3;485;1;
174;4;485;4;
174;5;485;5;
174;6;485;1;
174;7;485;6;
174;8;485;6;
174;9;485;7;
174;10;485;8;
174;11;485;8;
174;1;487;5;
174;2;487;1;
174;3;487;9;
174;4;487;7;
174;5;487;1;
174;6;487;7;
174;7;487;6;
174;8;487;6;
174;9;487;8;
174;10;487;6;
174;11;487;7;
174;1;494;9;
174;2;494;8;
174;3;494;7;
174;4;494;2;
174;5;494;2;
174;6;494;4;
174;7;494;5;
174;8;494;3;
174;9;494;8;
174;10;494;7;
174;11;494;5;
174;1;497;1;
174;2;497;9;
174;3;497;3;
174;4;497;7;
174;5;497;8;
174;6;497;6;
174;7;497;6;
174;8;497;1;
174;9;497;6;
174;10;497;7;
174;11;497;9;
174;1;498;7;
174;2;498;2;
174;3;498;8;
174;4;498;8;
174;5;498;7;
174;6;498;5;
174;7;498;8;
174;8;498;2;
174;9;498;9;
174;10;498;6;
174;11;498;4;
174;1;500;4;
174;2;500;4;
174;3;500;1;
174;4;500;3;
174;5;500;2;
174;6;500;4;
174;7;500;5;
174;8;500;9;
174;9;500;5;
174;10;500;5;
174;11;500;7;
175;1;411;3;
175;2;411;9;
175;3;411;1;
175;4;411;9;
175;5;411;5;
175;6;411;4;
175;7;411;6;
175;8;411;3;
175;9;411;4;
175;10;411;9;
175;11;411;9;
175;1;418;1;
175;2;418;5;
175;3;418;1;
175;4;418;4;
175;5;418;6;
175;6;418;4;
175;7;418;1;
175;8;418;8;
175;9;418;2;
175;10;418;2;
175;11;418;4;
175;1;419;7;
175;2;419;7;
175;3;419;8;
175;4;419;7;
175;5;419;7;
175;6;419;4;
175;7;419;5;
175;8;419;7;
175;9;419;1;
175;10;419;5;
175;11;419;7;
175;1;421;9;
175;2;421;1;
175;3;421;2;
175;4;421;7;
175;5;421;8;
175;6;421;1;
175;7;421;5;
175;8;421;5;
175;9;421;8;
175;10;421;2;
175;11;421;8;
175;1;423;2;
175;2;423;9;
175;3;423;6;
175;4;423;9;
175;5;423;9;
175;6;423;8;
175;7;423;2;
175;8;423;8;
175;9;423;7;
175;10;423;7;
175;11;423;1;
175;1;425;1;
175;2;425;4;
175;3;425;4;
175;4;425;2;
175;5;425;8;
175;6;425;3;
175;7;425;6;
175;8;425;1;
175;9;425;2;
175;10;425;2;
175;11;425;1;
175;1;426;8;
175;2;426;3;
175;3;426;7;
175;4;426;7;
175;5;426;1;
175;6;426;5;
175;7;426;5;
175;8;426;5;
175;9;426;9;
175;10;426;5;
175;11;426;6;
175;1;427;5;
175;2;427;4;
175;3;427;7;
175;4;427;2;
175;5;427;9;
175;6;427;2;
175;7;427;6;
175;8;427;6;
175;9;427;8;
175;10;427;5;
175;11;427;6;
175;1;428;2;
175;2;428;7;
175;3;428;2;
175;4;428;6;
175;5;428;4;
175;6;428;5;
175;7;428;8;
175;8;428;4;
175;9;428;5;
175;10;428;1;
175;11;428;7;
175;1;430;9;
175;2;430;2;
175;3;430;3;
175;4;430;7;
175;5;430;5;
175;6;430;9;
175;7;430;8;
175;8;430;6;
175;9;430;7;
175;10;430;3;
175;11;430;5;
175;1;431;7;
175;2;431;7;
175;3;431;7;
175;4;431;8;
175;5;431;8;
175;6;431;6;
175;7;431;4;
175;8;431;6;
175;9;431;9;
175;10;431;9;
175;11;431;7;
175;1;434;3;
175;2;434;7;
175;3;434;3;
175;4;434;3;
175;5;434;2;
175;6;434;5;
175;7;434;4;
175;8;434;5;
175;9;434;4;
175;10;434;5;
175;11;434;2;
175;1;436;4;
175;2;436;5;
175;3;436;3;
175;4;436;4;
175;5;436;8;
175;6;436;6;
175;7;436;3;
175;8;436;1;
175;9;436;9;
175;10;436;5;
175;11;436;7;
175;1;438;2;
175;2;438;7;
175;3;438;5;
175;4;438;2;
175;5;438;6;
175;6;438;6;
175;7;438;6;
175;8;438;3;
175;9;438;5;
175;10;438;4;
175;11;438;1;
175;1;440;2;
175;2;440;3;
175;3;440;3;
175;4;440;8;
175;5;440;9;
175;6;440;6;
175;7;440;5;
175;8;440;2;
175;9;440;6;
175;10;440;1;
175;11;440;6;
175;1;443;7;
175;2;443;6;
175;3;443;3;
175;4;443;1;
175;5;443;5;
175;6;443;2;
175;7;443;9;
175;8;443;1;
175;9;443;1;
175;10;443;9;
175;11;443;6;
175;1;446;3;
175;2;446;1;
175;3;446;2;
175;4;446;3;
175;5;446;9;
175;6;446;6;
175;7;446;8;
175;8;446;8;
175;9;446;4;
175;10;446;8;
175;11;446;1;
175;1;449;1;
175;2;449;3;
175;3;449;1;
175;4;449;9;
175;5;449;5;
175;6;449;3;
175;7;449;8;
175;8;449;4;
175;9;449;7;
175;10;449;5;
175;11;449;9;
175;1;457;7;
175;2;457;2;
175;3;457;2;
175;4;457;6;
175;5;457;8;
175;6;457;1;
175;7;457;6;
175;8;457;9;
175;9;457;6;
175;10;457;8;
175;11;457;3;
175;1;491;3;
175;2;491;4;
175;3;491;2;
175;4;491;3;
175;5;491;9;
175;6;491;1;
175;7;491;3;
175;8;491;3;
175;9;491;2;
175;10;491;8;
175;11;491;2;
176;1;415;2;
176;2;415;4;
176;3;415;5;
176;4;415;2;
176;5;415;3;
176;6;415;3;
176;7;415;6;
176;8;415;7;
176;9;415;8;
176;10;415;7;
176;11;415;9;
176;1;417;2;
176;2;417;1;
176;3;417;9;
176;4;417;2;
176;5;417;9;
176;6;417;5;
176;7;417;7;
176;8;417;1;
176;9;417;8;
176;10;417;6;
176;11;417;8;
176;1;429;7;
176;2;429;2;
176;3;429;1;
176;4;429;7;
176;5;429;3;
176;6;429;9;
176;7;429;1;
176;8;429;1;
176;9;429;5;
176;10;429;3;
176;11;429;2;
176;1;432;8;
176;2;432;2;
176;3;432;1;
176;4;432;1;
176;5;432;1;
176;6;432;5;
176;7;432;7;
176;8;432;1;
176;9;432;3;
176;10;432;2;
176;11;432;1;
176;1;433;3;
176;2;433;1;
176;3;433;7;
176;4;433;1;
176;5;433;1;
176;6;433;8;
176;7;433;1;
176;8;433;7;
176;9;433;1;
176;10;433;9;
176;11;433;4;
176;1;435;4;
176;2;435;4;
176;3;435;3;
176;4;435;7;
176;5;435;5;
176;6;435;9;
176;7;435;8;
176;8;435;5;
176;9;435;7;
176;10;435;1;
176;11;435;6;
176;1;437;8;
176;2;437;4;
176;3;437;2;
176;4;437;2;
176;5;437;3;
176;6;437;1;
176;7;437;1;
176;8;437;9;
176;9;437;1;
176;10;437;7;
176;11;437;5;
176;1;439;2;
176;2;439;4;
176;3;439;5;
176;4;439;7;
176;5;439;5;
176;6;439;9;
176;7;439;4;
176;8;439;6;
176;9;439;8;
176;10;439;2;
176;11;439;7;
176;1;441;3;
176;2;441;8;
176;3;441;2;
176;4;441;5;
176;5;441;9;
176;6;441;4;
176;7;441;4;
176;8;441;9;
176;9;441;4;
176;10;441;6;
176;11;441;4;
176;1;442;7;
176;2;442;4;
176;3;442;6;
176;4;442;9;
176;5;442;7;
176;6;442;5;
176;7;442;4;
176;8;442;4;
176;9;442;7;
176;10;442;1;
176;11;442;2;
176;1;450;2;
176;2;450;9;
176;3;450;4;
176;4;450;6;
176;5;450;4;
176;6;450;9;
176;7;450;9;
176;8;450;8;
176;9;450;4;
176;10;450;4;
176;11;450;9;
176;1;454;7;
176;2;454;1;
176;3;454;8;
176;4;454;9;
176;5;454;3;
176;6;454;6;
176;7;454;9;
176;8;454;9;
176;9;454;2;
176;10;454;3;
176;11;454;3;
176;1;455;9;
176;2;455;5;
176;3;455;9;
176;4;455;3;
176;5;455;8;
176;6;455;4;
176;7;455;7;
176;8;455;2;
176;9;455;3;
176;10;455;4;
176;11;455;8;
176;1;456;2;
176;2;456;8;
176;3;456;5;
176;4;456;7;
176;5;456;7;
176;6;456;7;
176;7;456;3;
176;8;456;5;
176;9;456;2;
176;10;456;4;
176;11;456;5;
176;1;458;5;
176;2;458;1;
176;3;458;8;
176;4;458;5;
176;5;458;5;
176;6;458;3;
176;7;458;8;
176;8;458;5;
176;9;458;4;
176;10;458;8;
176;11;458;2;
176;1;459;2;
176;2;459;5;
176;3;459;7;
176;4;459;6;
176;5;459;6;
176;6;459;4;
176;7;459;4;
176;8;459;9;
176;9;459;6;
176;10;459;9;
176;11;459;2;
176;1;464;3;
176;2;464;6;
176;3;464;4;
176;4;464;4;
176;5;464;9;
176;6;464;8;
176;7;464;7;
176;8;464;1;
176;9;464;6;
176;10;464;4;
176;11;464;7;
176;1;465;8;
176;2;465;2;
176;3;465;7;
176;4;465;6;
176;5;465;1;
176;6;465;9;
176;7;465;1;
176;8;465;9;
176;9;465;5;
176;10;465;7;
176;11;465;3;
176;1;466;2;
176;2;466;3;
176;3;466;5;
176;4;466;2;
176;5;466;7;
176;6;466;2;
176;7;466;8;
176;8;466;5;
176;9;466;9;
176;10;466;2;
176;11;466;1;
176;1;474;4;
176;2;474;9;
176;3;474;7;
176;4;474;7;
176;5;474;6;
176;6;474;9;
176;7;474;7;
176;8;474;8;
176;9;474;3;
176;10;474;4;
176;11;474;7;
177;1;303;7;
177;2;303;5;
177;3;303;8;
177;4;303;6;
177;5;303;7;
177;6;303;6;
177;7;303;6;
177;8;303;8;
177;9;303;8;
177;10;303;3;
177;11;303;9;
177;1;305;3;
177;2;305;5;
177;3;305;5;
177;4;305;5;
177;5;305;4;
177;6;305;9;
177;7;305;8;
177;8;305;2;
177;9;305;1;
177;10;305;2;
177;11;305;6;
177;1;308;3;
177;2;308;5;
177;3;308;3;
177;4;308;4;
177;5;308;8;
177;6;308;7;
177;7;308;9;
177;8;308;8;
177;9;308;3;
177;10;308;8;
177;11;308;4;
177;1;309;4;
177;2;309;1;
177;3;309;6;
177;4;309;1;
177;5;309;6;
177;6;309;5;
177;7;309;4;
177;8;309;2;
177;9;309;1;
177;10;309;6;
177;11;309;1;
177;1;310;6;
177;2;310;4;
177;3;310;4;
177;4;310;8;
177;5;310;3;
177;6;310;3;
177;7;310;4;
177;8;310;9;
177;9;310;4;
177;10;310;5;
177;11;310;4;
177;1;362;5;
177;2;362;6;
177;3;362;9;
177;4;362;3;
177;5;362;6;
177;6;362;5;
177;7;362;3;
177;8;362;3;
177;9;362;8;
177;10;362;4;
177;11;362;2;
177;1;371;6;
177;2;371;9;
177;3;371;6;
177;4;371;1;
177;5;371;5;
177;6;371;7;
177;7;371;1;
177;8;371;7;
177;9;371;1;
177;10;371;4;
177;11;371;4;
177;1;372;6;
177;2;372;3;
177;3;372;9;
177;4;372;1;
177;5;372;3;
177;6;372;2;
177;7;372;1;
177;8;372;5;
177;9;372;2;
177;10;372;4;
177;11;372;7;
177;1;374;5;
177;2;374;9;
177;3;374;9;
177;4;374;3;
177;5;374;6;
177;6;374;8;
177;7;374;5;
177;8;374;1;
177;9;374;8;
177;10;374;3;
177;11;374;7;
177;1;375;4;
177;2;375;8;
177;3;375;7;
177;4;375;8;
177;5;375;5;
177;6;375;2;
177;7;375;8;
177;8;375;4;
177;9;375;4;
177;10;375;5;
177;11;375;2;
177;1;382;3;
177;2;382;4;
177;3;382;2;
177;4;382;3;
177;5;382;3;
177;6;382;9;
177;7;382;7;
177;8;382;1;
177;9;382;7;
177;10;382;7;
177;11;382;1;
177;1;384;8;
177;2;384;3;
177;3;384;9;
177;4;384;1;
177;5;384;7;
177;6;384;4;
177;7;384;5;
177;8;384;1;
177;9;384;8;
177;10;384;6;
177;11;384;1;
177;1;385;4;
177;2;385;3;
177;3;385;5;
177;4;385;7;
177;5;385;9;
177;6;385;7;
177;7;385;9;
177;8;385;7;
177;9;385;9;
177;10;385;1;
177;11;385;9;
177;1;388;7;
177;2;388;5;
177;3;388;8;
177;4;388;9;
177;5;388;3;
177;6;388;5;
177;7;388;2;
177;8;388;1;
177;9;388;1;
177;10;388;6;
177;11;388;9;
177;1;390;5;
177;2;390;9;
177;3;390;2;
177;4;390;4;
177;5;390;8;
177;6;390;2;
177;7;390;7;
177;8;390;5;
177;9;390;4;
177;10;390;6;
177;11;390;6;
177;1;391;7;
177;2;391;5;
177;3;391;3;
177;4;391;6;
177;5;391;9;
177;6;391;4;
177;7;391;4;
177;8;391;7;
177;9;391;1;
177;10;391;9;
177;11;391;4;
177;1;393;9;
177;2;393;9;
177;3;393;9;
177;4;393;5;
177;5;393;1;
177;6;393;6;
177;7;393;5;
177;8;393;7;
177;9;393;1;
177;10;393;6;
177;11;393;7;
177;1;396;3;
177;2;396;7;
177;3;396;9;
177;4;396;3;
177;5;396;4;
177;6;396;5;
177;7;396;2;
177;8;396;8;
177;9;396;1;
177;10;396;8;
177;11;396;3;
177;1;398;4;
177;2;398;7;
177;3;398;9;
177;4;398;4;
177;5;398;1;
177;6;398;3;
177;7;398;3;
177;8;398;1;
177;9;398;3;
177;10;398;2;
177;11;398;6;
177;1;400;8;
177;2;400;6;
177;3;400;9;
177;4;400;9;
177;5;400;8;
177;6;400;5;
177;7;400;2;
177;8;400;7;
177;9;400;3;
177;10;400;6;
177;11;400;7;
178;1;302;7;
178;2;302;3;
178;3;302;6;
178;4;302;9;
178;5;302;7;
178;6;302;8;
178;7;302;7;
178;8;302;4;
178;9;302;1;
178;10;302;9;
178;11;302;6;
178;1;304;1;
178;2;304;2;
178;3;304;5;
178;4;304;7;
178;5;304;9;
178;6;304;2;
178;7;304;7;
178;8;304;5;
178;9;304;9;
178;10;304;4;
178;11;304;5;
178;1;306;9;
178;2;306;6;
178;3;306;7;
178;4;306;8;
178;5;306;6;
178;6;306;2;
178;7;306;3;
178;8;306;2;
178;9;306;2;
178;10;306;3;
178;11;306;5;
178;1;307;3;
178;2;307;5;
178;3;307;9;
178;4;307;7;
178;5;307;8;
178;6;307;1;
178;7;307;8;
178;8;307;4;
178;9;307;8;
178;10;307;3;
178;11;307;4;
178;1;311;5;
178;2;311;5;
178;3;311;6;
178;4;311;1;
178;5;311;2;
178;6;311;5;
178;7;311;9;
178;8;311;3;
178;9;311;9;
178;10;311;9;
178;11;311;1;
178;1;312;6;
178;2;312;6;
178;3;312;4;
178;4;312;5;
178;5;312;2;
178;6;312;3;
178;7;312;2;
178;8;312;6;
178;9;312;7;
178;10;312;8;
178;11;312;3;
178;1;315;1;
178;2;315;2;
178;3;315;9;
178;4;315;2;
178;5;315;5;
178;6;315;2;
178;7;315;7;
178;8;315;5;
178;9;315;4;
178;10;315;3;
178;11;315;3;
178;1;316;7;
178;2;316;2;
178;3;316;5;
178;4;316;6;
178;5;316;3;
178;6;316;1;
178;7;316;3;
178;8;316;8;
178;9;316;7;
178;10;316;8;
178;11;316;4;
178;1;319;4;
178;2;319;8;
178;3;319;6;
178;4;319;2;
178;5;319;2;
178;6;319;9;
178;7;319;4;
178;8;319;6;
178;9;319;1;
178;10;319;4;
178;11;319;2;
178;1;323;4;
178;2;323;3;
178;3;323;7;
178;4;323;2;
178;5;323;2;
178;6;323;7;
178;7;323;1;
178;8;323;7;
178;9;323;2;
178;10;323;3;
178;11;323;2;
178;1;329;8;
178;2;329;4;
178;3;329;2;
178;4;329;7;
178;5;329;1;
178;6;329;6;
178;7;329;7;
178;8;329;1;
178;9;329;8;
178;10;329;1;
178;11;329;7;
178;1;335;6;
178;2;335;4;
178;3;335;7;
178;4;335;3;
178;5;335;8;
178;6;335;2;
178;7;335;8;
178;8;335;9;
178;9;335;8;
178;10;335;6;
178;11;335;4;
178;1;376;7;
178;2;376;8;
178;3;376;3;
178;4;376;3;
178;5;376;6;
178;6;376;4;
178;7;376;9;
178;8;376;5;
178;9;376;6;
178;10;376;1;
178;11;376;6;
178;1;381;7;
178;2;381;9;
178;3;381;5;
178;4;381;3;
178;5;381;8;
178;6;381;4;
178;7;381;1;
178;8;381;1;
178;9;381;8;
178;10;381;8;
178;11;381;5;
178;1;383;2;
178;2;383;5;
178;3;383;6;
178;4;383;8;
178;5;383;1;
178;6;383;9;
178;7;383;4;
178;8;383;2;
178;9;383;5;
178;10;383;4;
178;11;383;2;
178;1;389;2;
178;2;389;6;
178;3;389;5;
178;4;389;9;
178;5;389;6;
178;6;389;5;
178;7;389;1;
178;8;389;5;
178;9;389;2;
178;10;389;4;
178;11;389;3;
178;1;392;4;
178;2;392;1;
178;3;392;3;
178;4;392;9;
178;5;392;9;
178;6;392;1;
178;7;392;4;
178;8;392;2;
178;9;392;8;
178;10;392;2;
178;11;392;4;
178;1;394;9;
178;2;394;7;
178;3;394;4;
178;4;394;6;
178;5;394;3;
178;6;394;7;
178;7;394;5;
178;8;394;6;
178;9;394;5;
178;10;394;3;
178;11;394;5;
178;1;395;3;
178;2;395;4;
178;3;395;2;
178;4;395;4;
178;5;395;2;
178;6;395;2;
178;7;395;3;
178;8;395;8;
178;9;395;1;
178;10;395;9;
178;11;395;4;
178;1;399;8;
178;2;399;7;
178;3;399;9;
178;4;399;7;
178;5;399;7;
178;6;399;7;
178;7;399;1;
178;8;399;2;
178;9;399;6;
178;10;399;1;
178;11;399;7;
179;1;301;7;
179;2;301;7;
179;3;301;4;
179;4;301;3;
179;5;301;2;
179;6;301;1;
179;7;301;3;
179;8;301;1;
179;9;301;3;
179;10;301;6;
179;11;301;8;
179;1;313;3;
179;2;313;6;
179;3;313;3;
179;4;313;9;
179;5;313;8;
179;6;313;7;
179;7;313;9;
179;8;313;5;
179;9;313;3;
179;10;313;8;
179;11;313;4;
179;1;314;8;
179;2;314;7;
179;3;314;1;
179;4;314;1;
179;5;314;9;
179;6;314;8;
179;7;314;5;
179;8;314;9;
179;9;314;8;
179;10;314;8;
179;11;314;5;
179;1;317;2;
179;2;317;9;
179;3;317;4;
179;4;317;7;
179;5;317;6;
179;6;317;7;
179;7;317;3;
179;8;317;8;
179;9;317;5;
179;10;317;2;
179;11;317;6;
179;1;318;3;
179;2;318;3;
179;3;318;7;
179;4;318;7;
179;5;318;7;
179;6;318;8;
179;7;318;3;
179;8;318;8;
179;9;318;8;
179;10;318;8;
179;11;318;3;
179;1;320;3;
179;2;320;1;
179;3;320;4;
179;4;320;2;
179;5;320;6;
179;6;320;8;
179;7;320;4;
179;8;320;1;
179;9;320;2;
179;10;320;2;
179;11;320;7;
179;1;321;3;
179;2;321;1;
179;3;321;4;
179;4;321;3;
179;5;321;1;
179;6;321;4;
179;7;321;3;
179;8;321;3;
179;9;321;7;
179;10;321;7;
179;11;321;2;
179;1;322;1;
179;2;322;8;
179;3;322;5;
179;4;322;3;
179;5;322;9;
179;6;322;4;
179;7;322;5;
179;8;322;2;
179;9;322;7;
179;10;322;9;
179;11;322;2;
179;1;324;5;
179;2;324;3;
179;3;324;3;
179;4;324;8;
179;5;324;7;
179;6;324;7;
179;7;324;8;
179;8;324;9;
179;9;324;3;
179;10;324;4;
179;11;324;5;
179;1;325;9;
179;2;325;7;
179;3;325;3;
179;4;325;1;
179;5;325;9;
179;6;325;1;
179;7;325;4;
179;8;325;8;
179;9;325;6;
179;10;325;6;
179;11;325;4;
179;1;326;7;
179;2;326;6;
179;3;326;6;
179;4;326;2;
179;5;326;4;
179;6;326;4;
179;7;326;2;
179;8;326;1;
179;9;326;2;
179;10;326;6;
179;11;326;9;
179;1;327;1;
179;2;327;8;
179;3;327;4;
179;4;327;9;
179;5;327;5;
179;6;327;1;
179;7;327;8;
179;8;327;7;
179;9;327;9;
179;10;327;9;
179;11;327;6;
179;1;331;3;
179;2;331;2;
179;3;331;8;
179;4;331;1;
179;5;331;4;
179;6;331;3;
179;7;331;2;
179;8;331;8;
179;9;331;2;
179;10;331;8;
179;11;331;5;
179;1;332;7;
179;2;332;6;
179;3;332;8;
179;4;332;7;
179;5;332;1;
179;6;332;2;
179;7;332;9;
179;8;332;5;
179;9;332;6;
179;10;332;3;
179;11;332;7;
179;1;333;5;
179;2;333;3;
179;3;333;3;
179;4;333;9;
179;5;333;6;
179;6;333;2;
179;7;333;1;
179;8;333;4;
179;9;333;5;
179;10;333;3;
179;11;333;2;
179;1;337;4;
179;2;337;7;
179;3;337;6;
179;4;337;1;
179;5;337;2;
179;6;337;8;
179;7;337;5;
179;8;337;1;
179;9;337;2;
179;10;337;7;
179;11;337;3;
179;1;340;6;
179;2;340;2;
179;3;340;3;
179;4;340;3;
179;5;340;5;
179;6;340;1;
179;7;340;9;
179;8;340;1;
179;9;340;2;
179;10;340;4;
179;11;340;2;
179;1;342;2;
179;2;342;3;
179;3;342;7;
179;4;342;6;
179;5;342;6;
179;6;342;3;
179;7;342;6;
179;8;342;6;
179;9;342;2;
179;10;342;3;
179;11;342;5;
179;1;348;2;
179;2;348;4;
179;3;348;5;
179;4;348;5;
179;5;348;3;
179;6;348;7;
179;7;348;2;
179;8;348;5;
179;9;348;3;
179;10;348;4;
179;11;348;1;
179;1;397;3;
179;2;397;3;
179;3;397;7;
179;4;397;8;
179;5;397;3;
179;6;397;1;
179;7;397;5;
179;8;397;2;
179;9;397;3;
179;10;397;8;
179;11;397;5;
180;1;328;4;
180;2;328;7;
180;3;328;2;
180;4;328;7;
180;5;328;2;
180;6;328;3;
180;7;328;7;
180;8;328;4;
180;9;328;5;
180;10;328;8;
180;11;328;1;
180;1;330;3;
180;2;330;3;
180;3;330;4;
180;4;330;8;
180;5;330;8;
180;6;330;7;
180;7;330;8;
180;8;330;8;
180;9;330;2;
180;10;330;3;
180;11;330;8;
180;1;334;3;
180;2;334;9;
180;3;334;9;
180;4;334;1;
180;5;334;2;
180;6;334;6;
180;7;334;3;
180;8;334;6;
180;9;334;1;
180;10;334;4;
180;11;334;8;
180;1;338;4;
180;2;338;3;
180;3;338;3;
180;4;338;6;
180;5;338;5;
180;6;338;9;
180;7;338;7;
180;8;338;9;
180;9;338;3;
180;10;338;4;
180;11;338;2;
180;1;339;4;
180;2;339;9;
180;3;339;3;
180;4;339;6;
180;5;339;7;
180;6;339;4;
